project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
2203 E 8TH ST,***ref permit#2011-017702**New 1-story single-family residence covered porch.,2010-03-25,1,1,2203 E 8TH ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10416868,2203 EAST 8TH STREET,NA,Austin,Texas,United States,2
601 JESSIE ST,Addition of covered front porch to existing single family residence( 609 sq ft),2010-04-14,1,1,601 JESSIE ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10423444,601 JESSIE STREET,NA,Austin,Texas,United States,2
1002 WALTER ST,New secondary apartment (440 sq. ft.)located at the rear of residence apartment includes 2 bedroom restroom and small kitchen. **Voided permit new permit issued refer to pmt 2011-058136BP**,2010-03-24,1,1,1002 WALTER ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10416660,1002 WALTER STREET,NA,Austin,Texas,United States,2
1901 BIG HORN DR,**See 2011-090272**New 2 story SF res -main floor: attached 2-car garage (west) utilty rm mud rm bedrm #4 (north) bath #4 butler kitchen bedrm #3 bath #2 & #3 guest rm kitchen dining rm (east) living rm outdoor living summer kitchen master bedrm master bath (south) powder rm and front covd porch (west).  Upper level balcony (472 sq. ft.).  Lower level covered terraces (east northeast and southeast),2010-04-15,1,2,1901 BIG HORN DR,78734,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10426797,1901 BIG HORN DRIVE,NA,Austin,Texas,United States,2
2205 E 8TH ST,**ref permit#2011-017844***New 1-story single-family residence covered porch.,2010-03-25,1,1,2205 E 8TH ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10416886,2205 EAST 8TH STREET,NA,Austin,Texas,United States,2
5300 DOE VALLEY LN,New 2 story SF res -1st floor: w/ attached garage (south) front covd porch entry  kitchen (west) dining rm family rm rear screened in patio (northwest) powder rm hallway staircase master bath master bedrm (east) 2md floor: bedrm #2 (northwest) landing bath # 2 bedrm #3 (east),2010-04-19,1,2,5300 DOE VALLEY LN,78759,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10427828,5300 DOE VALLEY LANE,NA,Austin,Texas,United States,2
4108 BERKMAN DR,New 2-story single-family Row House.  Covered breezeway to attached garage covered front porch.  **SMART HOUSING**,2010-04-15,1,2,4108 BERKMAN DR,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10422555,4108 BERKMAN DRIVE,NA,Austin,Texas,United States,2
8524 ALOPHIA DR,New Construction.  Volume Builder. 2-story sf res w/ att garage covered porches and storage. **Bldg fee waived 100% per Stratus Bank**,2010-03-25,1,2,8524 ALOPHIA DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10416349,8524 ALOPHIA DRIVE,NA,Austin,Texas,United States,2
4620 MANCHACA RD,New secondary apartment to the rear of the property. Apartment to include exterior stair access to storage space above first floor. Covered breezeway. Solar panels on roof and above ground rainwater collection system.,2010-03-02,1,2,4620 MENCHACA RD,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10406143,4620 MENCHACA ROAD,NA,Austin,Texas,United States,2
2400 AMUR DR,New 2stry Condo w/att garage    **Refer to pmt # 2011-033814**,2010-02-26,1,2,2400 AMUR DR,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10405490,2400 AMUR DRIVE,NA,Austin,Texas,United States,2
4113 GOCHMAN ST,New 2-story single-family residence attached garage covered porch and patio.  **RESOLUTION #20071129-100 WAIVES FEES FOR THIS 62.5%SMART HOUSING PROJECT**.,2010-02-09,1,2,4113 GOCHMAN ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10396455,4113 GOCHMAN STREET,NA,Austin,Texas,United States,2
5314 AURORA DR,New 1 story secondary apartment w/ covd porch and wood deck.,2015-09-24,1,1,5314 AURORA DR,78756,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11403178,5314 AURORA DRIVE,NA,Austin,Texas,United States,2
11305 CHERISSE DR,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**  **Bldg waived 100% per Stratus Bank**,2010-02-10,1,2,11305 CHERISSE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10393709,11305 CHERISSE DRIVE,NA,Austin,Texas,United States,2
10912 BIDENS PL,New 1 story SF res w/ att. garage front covd porch & rear covd patio.  **VOL BUILD PROJECT**,2009-12-21,1,1,10912 BIDENS PL,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10379704,10912 BIDENS PLACE,NA,Austin,Texas,United States,2
12417 PRATOLINA DR,New 1 story SF res w/ att. 3 -car garage & front covd porch.  **VOL BUILD PROJECT** **Bldg fee only waived for Stratus Bank**,2009-12-17,1,1,12417 PRATOLINA DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10372009,12417 PRATOLINA DRIVE,NA,Austin,Texas,United States,2
6600 BAY CITY BND,New 1 story SF res w/ att. porte cochere detached garage & front covd porch.,2009-12-10,1,1,6600 BAY CITY BND,78725,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10369161,6600 BAY CITY BND,NA,Austin,Texas,United States,2
7825 OTEKA CV,New Construction. Volume Builder. 2-story single family res w/ att garage and covered porches. **Stratus Bank-Bldg fee waived**,2009-12-09,1,2,7825 OTEKA CV,78735,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10371555,7825 OTEKA CV,NA,Austin,Texas,United States,2
2208 RIVINA DR,New 1-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2009-12-22,1,1,2208 RIVINA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10380907,2208 RIVINA DRIVE,NA,Austin,Texas,United States,2
2208 GREENLEE DR,"New Construction of a 3-story single family residence w/ basement covered porches.

****VOIDED - work never commence and replaced with new construction per 13-091554 PR.***********",2009-12-17,1,3,2208 GREENLEE DR,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10379150,2208 GREENLEE DRIVE,NA,Austin,Texas,United States,2
7901 JOURNEYVILLE DR,New 2-story single-family residence attached garage covered porch.  **VOL BUILD PROJECT**          **Only Bldg fee waived 100% for Stratus Bank**,2010-01-04,1,2,7901 JOURNEYVILLE DR,78735,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10382994,7901 JOURNEYVILLE DRIVE,NA,Austin,Texas,United States,2
1100 TILLERY ST,new 1sty sf residence w/cvd porch and parking pad (See 2011-091516 for repermit),2009-12-07,1,1,1100 TILLERY ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10373426,1100 TILLERY STREET,NA,Austin,Texas,United States,2
5202 AVENUE G,New 2 story sf res w detached garage wood deck and covered porch (refer#2011-047209-BP),2009-11-05,1,2,5202 AVENUE G,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10363030,5202 AVENUE G,NA,Austin,Texas,United States,2
8412 DENALI PKWY BLDG 3,New 2 story SF res w/ att. 3 car garage & attached storage (north side) front covd porch (east side) rear covd veranda (west side) 2nd floor gameroom storage & covd balcony.,2009-11-16,1,2,8412 DENALI PKWY BLDG 3,78726,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10366624,8412 DENALI PKWY BLDG 3,NA,Austin,Texas,United States,2
1127 LOTT AVE,new two story single family moduar home with wood deck and covered porch. See expired permit 2008-050381-bp   **refer to pmt # 2011-025305**,2009-10-06,1,2,1127 LOTT AVE,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10351097,1127 LOTT AVE,NA,Austin,Texas,United States,2
12200 BUVANA DR,New 2-story single-family residence attached garage covered porch and patio.,2009-11-05,1,2,12200 BUVANA DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10358679,12200 BUVANA DRIVE,NA,Austin,Texas,United States,2
1809 HELIOTROPE CT,new construction. volume builder. 2-story single family res w/ att garage covered patios covered porches and balconies.,2009-09-04,1,2,1809 HELIOTROPE CT,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10337159,1809 HELIOTROPE CT,NA,Austin,Texas,United States,2
3310 ELIJA ST,New 2sty Sf Res W/Attached Garage CovD Porch & UncovD Patio (See 2010-089691 for repermit),2009-08-19,1,2,3310 ELIJA ST,78745,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10330519,3310 ELIJA STREET,NA,Austin,Texas,United States,2
1908 HELIOTROPE CT,"New 2 story SF res w/ att .garage front covd porch & rear covd patio. **VOL BUILD PROJECT**
**Senna Hill MUD District**",2009-09-03,1,2,1908 HELIOTROPE CT,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10331590,1908 HELIOTROPE CT,NA,Austin,Texas,United States,2
7217 MEADOR AVE,new detached two family residence with front and rear concrete steps and a second 12  dw approach (existing sw in row). 3 off street parking spaces provided.,2009-10-02,2,1,7217 MEADOR AVE,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10348705,7217 MEADOR AVE,NA,Austin,Texas,United States,2
606 SWANEE DR,New construction of a duplex w/ covered patios. 4 total bathrooms = 3/4 meter.    **refer to pmt# 2011-111751**,2009-09-09,2,1,606 SWANEE DR,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10338749,606 SWANEE DRIVE,NA,Austin,Texas,United States,2
11125 CHERISSE DR,new construction. volume builder. 2-story single family residence w/att garage covered patios and covered porches. MEP permits required. 2.5 bathrooms = 5/8 meter.,2009-07-23,1,2,11125 CHERISSE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10308366,11125 CHERISSE DRIVE,NA,Austin,Texas,United States,2
1900 HELIOTROPE CT,New 2 story SF res w/ att .garage front covd porch. & rear covd patio. Volume Builder.   **refer to pmt # 2014-057587**,2009-08-14,1,2,1900 HELIOTROPE CT,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10325664,1900 HELIOTROPE CT,NA,Austin,Texas,United States,2
5933 LUX ST,New 1 story sf res w/ uncovered patio **SMART HOUSE**    **100% Waived for Smart Housing**,2009-08-17,1,1,5933 LUX ST,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10325840,5933 LUX STREET,NA,Austin,Texas,United States,2
7520 COLINA VISTA LOOP UNIT B,New 2 sty duplex condo w/att garage & cov patio-porch,2009-08-05,2,2,7520 COLINA VISTA LOOP UNIT B,78750,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10322516,7520 COLINA VISTA LOOP UNIT B,NA,Austin,Texas,United States,2
7520 COLINA VISTA LOOP UNIT A,New 2 sty duplex condo w/att garage & cov patio-porch,2009-08-05,2,2,7520 COLINA VISTA LOOP UNIT A,78750,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10322507,7520 COLINA VISTA LOOP UNIT A,NA,Austin,Texas,United States,2
602 W ELLIOTT ST,New 2 story Duplex w/ 2 att garages 2 kitchens 4 bedrooms 4 bathrooms & (2) -1/2 baths,2009-07-30,2,2,602 W ELLIOTT ST,78753,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10319575,602 WEST ELLIOTT STREET,NA,Austin,Texas,United States,2
5404 ROOSEVELT AVE,New rear detached 2 story secondary apartment,2009-06-04,1,2,5404 ROOSEVELT AVE,78756,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10290213,5404 ROOSEVELT AVE,NA,Austin,Texas,United States,2
5520 KLEBERG TRL,"**ref permit#2012-021343** New 2 stroy sf res w att garage and cov porch
**Smart Housing 100% Waived**",2009-06-23,1,2,5520 KLEBERG TRL,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10297096,5520 KLEBERG TRAIL,NA,Austin,Texas,United States,2
4117 GOCHMAN ST   **SMART HOUSE**,New 2-story single-family residence with attached garage covered porch and patio (designated in the Mueller Development as a Yard House). Smart Housing 62.5% Fee Waived,2009-06-15,1,2,4117 GOCHMAN ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10293667,4117 GOCHMAN STREET,NA,Austin,Texas,United States,2
13112 SPIERS WAY,new construction. volume builder. SMART HOUSING. 2-story sf res with attached garage covered porches and balconies. MEP Permits required.,2009-06-12,1,2,13112 SPIERS WAY,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10293104,13112 SPIERS WAY,NA,Austin,Texas,United States,2
2129 MC CLOSKEY ST   **SMART HOUSE**,New 2-story single-family residence with attached garage covered porch and patio covered walkway (designated in the Mueller Development as a Yard House). Smart Housing 62.5% Fee Waived,2009-06-15,1,2,2129 MC CLOSKEY ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10293662,2129 MC CLOSKEY STREET,NA,Austin,Texas,United States,2
2632 TOM MILLER ST,New 1-story single-family residence attached garage covered porch and patio (designated in the Mueller Development as a Yard House).  SMART HOUSING Waive 62.5%.,2009-06-16,1,1,2632 TOM MILLER ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10293693,2632 TOM MILLER STREET,NA,Austin,Texas,United States,2
11228 BARN OWL DR,New 2-story single-family residence attached garage covered porch.  **VOL BUILD PROJECT**,2009-07-08,1,1,11228 BARN OWL DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10299194,11228 BARN OWL DRIVE,NA,Austin,Texas,United States,2
408 W CROSLIN ST,New two story res w/att covered porch ( 1994 sq ft) & New single story Detached garage-secondary apt (552 sq ft) great room bedroom & bathroom,2009-06-09,1,2,408 W CROSLIN ST,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10291078,408 WEST CROSLIN STREET,NA,Austin,Texas,United States,2
4105 THREADGILL ST,New 2-story single-family residence with attached garage covered porch and patio.  **62.5%SMART HOUSING**,2009-06-16,1,2,4105 THREADGILL ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10293677,4105 THREADGILL STREET,NA,Austin,Texas,United States,2
1009 VASQUEZ ST,New detached secondary garage apt(single story less than 15 in height) Rear setback must be 10.,2009-06-24,1,1,1009 VASQUEZ ST,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10299507,1009 VASQUEZ STREET,NA,Austin,Texas,United States,2
2620 TOM MILLER ST,New 2-story single-family residence with attached garage covered porch and patio.  **RESOLUTION #20071129-100 WAIVES FEES FOR THIS 62.5%SMART HOUSING PROJECT**.,2009-06-08,1,2,2620 TOM MILLER ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10290877,2620 TOM MILLER STREET,NA,Austin,Texas,United States,2
2212 GILIA DR,New 1-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2009-06-12,1,1,2212 GILIA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10293123,2212 GILIA DRIVE,NA,Austin,Texas,United States,2
1804 HELIOTROPE CT,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2009-06-17,1,2,1804 HELIOTROPE CT,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10294654,1804 HELIOTROPE CT,NA,Austin,Texas,United States,2
1704 CEDAR BEND DR BLDG 2,New 2stry Duplex-Condo w/att garage Unit A&B,2009-05-13,2,2,1704 CEDAR BEND DR BLDG 2,78758,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10277623,1704 CEDAR BEND DRIVE BLDG 2,NA,Austin,Texas,United States,2
11120 CHERISSE DR,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**  Stratus Bank*Building fee waived*not trades.,2009-05-28,1,2,11120 CHERISSE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10278672,11120 CHERISSE DRIVE,NA,Austin,Texas,United States,2
1704 CEDAR BEND DR BLDG 5,new 2stry duplex-condo w/att garage (6 bedroom) 2.5 parking space,2009-05-13,2,2,1704 CEDAR BEND DR BLDG 5,78758,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10277655,1704 CEDAR BEND DRIVE BLDG 5,NA,Austin,Texas,United States,2
12321 BARRAS BRANCH DR,New 2 stry SF Condo w/covered porch (Building #120),2009-05-08,1,2,12321 BARRAS BRANCH DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10273079,12321 BARRAS BRANCH DRIVE,NA,Austin,Texas,United States,2
3405 MINNIE ST,New 1 story Duplex w/ 1 attached garage for each unit 1 front covered porch for each unit & 1 rear uncovered patio for each unit. refer#2009-135996-BP,2009-04-17,2,1,3405 MINNIE ST,78745,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10262099,3405 MINNIE STREET,NA,Austin,Texas,United States,2
9708 S CHISHOLM TRL,New 1 story SF res w/ front covered porch (refer to expired permit # 2006-017651BP) & {2004-007290},2009-05-07,1,1,9708 S CHISHOLM TRL,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10275434,9708 SOUTH CHISHOLM TRAIL,NA,Austin,Texas,United States,2
1912 HELIOTROPE CT,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2009-04-24,1,2,1912 HELIOTROPE CT,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10265055,1912 HELIOTROPE CT,NA,Austin,Texas,United States,2
3801 CARBONDALE AVE,New 2-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**  **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**.,2009-02-27,1,2,3801 CARBONDALE AVE,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10241089,3801 CARBONDALE AVE,NA,Austin,Texas,United States,2
2149 MC CLOSKEY ST,New 2-story single-family residence attached garage covered porch and patio.  **RESOLUTION #20071129-100 WAIVES FEES FOR THIS SMART HOUSING PROJECT**. *Smart Housing 62.5% Waived**,2009-03-30,1,2,2149 MC CLOSKEY ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10248623,2149 MC CLOSKEY STREET,NA,Austin,Texas,United States,2
1717 CHANNEL RD,new two stroy res w/att garage & covered porch (4174),2009-04-10,1,3,1717 CHANNEL RD,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10259392,1717 CHANNEL ROAD,NA,Austin,Texas,United States,2
14008 PANORAMA DR,new one story sf res,2009-03-13,1,1,14008 PANORAMA DR,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10246460,14008 PANORAMA DRIVE,NA,Austin,Texas,United States,2
2501 ALLEYTON CV,New 2 story SF res w/ att. garage covd patio & covd porch,2009-03-12,1,2,2501 ALLEYTON CV,78725,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10245714,2501 ALLEYTON CV,NA,Austin,Texas,United States,2
5905 VENTUS ST,"New 1-story single-family residence covered porch uncovered wood deck.
Smart housing 100% wavied   **refer to pmt# 2012-031640**",2009-03-13,1,1,5905 VENTUS ST,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10246522,5905 VENTUS STREET,NA,Austin,Texas,United States,2
2701 LA MESA DR,**ref permit#2009-120669*New 2 story SF res w/ att. carport uncovd wood deck covd patio & covd porch.,2009-03-13,1,2,2701 LA MESA DR,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10246219,2701 LA MESA DRIVE,NA,Austin,Texas,United States,2
5605 JIM HOGG AVE,new two story sf res with attached garage1st & 2nd sty covered  front porch and rear door step stoops; 1st floor fireplace.,2009-03-06,1,2,5605 JIM HOGG AVE,78756,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10244104,5605 JIM HOGG AVE,NA,Austin,Texas,United States,2
10913 BIDENS PL,New 1-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2009-03-02,1,1,10913 BIDENS PL,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10238188,10913 BIDENS PLACE,NA,Austin,Texas,United States,2
14200 LAKE VICTOR DR,New 1-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2009-03-25,1,1,14200 LAKE VICTOR DR,78660,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10250305,14200 LAKE VICTOR DRIVE,NA,Austin,Texas,United States,2
2805 S 4TH ST,new two story sf res with exercise room above garage attached garage covered breezeway (arbor) covered porches and sun decks with exterior access stairs. Mechanical rooms not to be used for habital space.,2009-02-11,1,2,2805 S 4TH ST,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10235391,2805 SOUTH 4TH STREET,NA,Austin,Texas,United States,2
10709 GAILLARDIA DR,New 3-story single-family residence attached garage basement covered porch and patio covered balcony.   **VOL BUILD PROJECT**,2009-02-03,1,3,10709 GAILLARDIA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10232449,10709 GAILLARDIA DRIVE,NA,Austin,Texas,United States,2
4400 RIVER PLACE BLVD,New Construction of a 5897SF two-story single family residence with attached garage covered patios. 4.5 bathrooms. All building trades are required for this project. Electrical mechanical and plumbing.   **refer to pm t# 2010-081876**,2009-02-23,1,2,4400 RIVER PLACE BLVD,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10239232,4400 RIVER PLACE BOULEVARD,NA,Austin,Texas,United States,2
1185 RIDGEWAY DR,New two story res w/att carport porch uncovered wood deck & uncovered balconies (See 2011-007491 for repermit),2009-01-07,1,2,1185 RIDGEWAY DR,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10224695,1185 RIDGEWAY DRIVE,NA,Austin,Texas,United States,2
10901 GAILLARDIA DR,New 1-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2009-01-08,1,1,10901 GAILLARDIA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10225588,10901 GAILLARDIA DRIVE,NA,Austin,Texas,United States,2
2320 GILIA DR,New 1-story single-family residence attached garage covered porch and patio.   **VOL BUILD PROJECT**,2009-01-21,1,1,2320 GILIA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10228820,2320 GILIA DRIVE,NA,Austin,Texas,United States,2
2309 GILIA DR,New 1-story single-family residence attached garage covered porch and patio.  **VOL BUILD PROJECT**,2009-02-20,1,1,2309 GILIA DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10238693,2309 GILIA DRIVE,NA,Austin,Texas,United States,2
5900 VENTUS ST,New 1-story single-family residence covered porch.   **RESOLUTION #20071129-100 WAIVES FEES 100% FOR THIS SMART HOUSING PROJECT**.,2008-12-04,1,1,5900 VENTUS ST,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10217379,5900 VENTUS STREET,NA,Austin,Texas,United States,2
612 W MONROE ST,remodel foundation & relocate sf residence from 4228 Fletcher land - outside the city to create a Secondary apartment -1 sty w/att covered porch &added 289 sq ft. covered patio  **refer to pmt # 2009-060658**,2008-10-30,1,1,612 W MONROE ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10208205,612 WEST MONROE STREET,NA,Austin,Texas,United States,2
4404 AVENUE F,New two story sf res with attached carport covered porches and shed,2008-11-26,1,2,4404 AVENUE F,78751,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10216001,4404 AVENUE F,NA,Austin,Texas,United States,2
1105 1/2 BRASS ST,new one story sf residence on two family residential lot. Residence to have covered patio and covered porch. Two off-street parking is required.,2008-12-04,2,1,1105 1/2 BRASS ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10217494,1105 1/2 BRASS STREET,NA,Austin,Texas,United States,2
1212 E 10TH ST,"New one-story detached secondary apartment 800 square feet in the form of two 400 square-foot modules with a connecting hallway.  Structure will have a living area kitchen bedroom and 2 baths.  Only 1 kitchen unit permitted between the two modules of the structure.
**Voided permit new permit issued refer to pmt 2009-136932BP**",2008-12-04,1,1,1212 E 10TH ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10217471,1212 EAST 10TH STREET,NA,Austin,Texas,United States,2
2205 E 10TH ST,new one story sf res with covered porch,2008-12-16,1,1,2205 E 10TH ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10218319,2205 EAST 10TH STREET,NA,Austin,Texas,United States,2
2917 GOVALLE AVE,New 1-story single-family residence covered porch.  **Smart Housing 50% Waived**,2008-11-06,1,1,2917 GOVALLE AVE,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10210170,2917 GOVALLE AVE,NA,Austin,Texas,United States,2
2003 E 11TH ST,New 2 story SF res uncovd wood decks rear covd porch uncovd balcony (refer# 2011-005100-BP),2008-10-10,1,2,2003 E 11TH ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10201386,2003 EAST 11TH STREET,NA,Austin,Texas,United States,2
